id,text,lang,category
1756362291476639759,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756362197616202026,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756362168633626655,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756362100287602875,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756362078313394366,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756362002430398637,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361993835962773,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361962189922699,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361940421451858,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361919509012981,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361866358427861,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361821143912912,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361790001418617,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361773899272214,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361749878509700,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361627052490964,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361574904664293,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361505434423498,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361406180376807,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361334885658972,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361330284453904,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361218019742032,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361212894368179,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361199585780130,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361180665524623,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361158762561632,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756361122813259829,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360953900224698,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360922715815968,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360898522792320,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360880143417683,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360842172621295,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360825827135608,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360810866028748,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360803853226241,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360783976599566,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360769917051357,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360726808019169,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360718717444123,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360690686972403,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360676677685290,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360621384167543,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360585657073986,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360510860296685,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360485484503199,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360477444354156,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360345524838519,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360235835597307,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360177023168597,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360135654428769,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360071477641344,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756360046550618525,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359996793614351,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359996156072323,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359919815594339,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359909254304021,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359908134711306,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359819768823825,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359806770639015,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359755080106031,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359669700796480,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359606325158381,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359596459934153,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359582752883175,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359566894260661,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359467770511372,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359442524770437,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359401462796758,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359378284757175,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359327248703822,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359282134585775,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359228690776097,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359203990675568,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359186693210257,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359152643760590,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359145249542295,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359124621897825,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359059345956893,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359057366016233,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359042132226055,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756359036818387410,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358976319463896,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358737046958481,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358716230713357,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358691253625217,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358597594984834,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358594503520402,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358591391653985,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358399325827378,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358391256301721,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358369055854720,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358319030378694,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358293985833114,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358288948568273,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358276378198449,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358268912369879,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358251661164556,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358235496370450,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358225249632564,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358152403271932,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358146019180868,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358140264673763,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756358130638655565,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357964015841492,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357932118057243,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357876996600118,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357827117887492,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357822605050038,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357783501386194,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357688823345320,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357677368971480,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357637157879871,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357627674767374,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357579595296913,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357568933617790,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357501405077853,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357489283465406,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357410199937292,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357382693585293,RT  Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment,en,US
1756357303354237305,Either Merrick Garland should prosecute Biden or move with the VP and fellow Cabinet members to invoke the 25th Amendment  To accept the Hur report means Garland agrees Biden is mentally unfit for the presidency, no 
1756362044016861610, And Biden has delivered the largest economic recovery plan since Roosevelt, the largest infrastructure plan since Eisenhower, the most judges confirmed since Kennedy, the secondlargest healthcare bill since Johnson, and the largest climate change bill in history
,en,US
1756362044016861610, And Biden has delivered the largest economic recovery plan since Roosevelt, the largest infrastructure plan since Eisenhower, the most judges confirmed since Kennedy, the secondlargest healthcare bill since Johnson, and the largest climate change bill in history
,en,US
1755999856559001744,RT  So, yesterday was quite the day for Donald Trump, wasnt it ,en,US
1756351287216730187,RT   Jack Smith is the one who takes no guff from Trump and his cronies Merrick Garland was too timid,en,US
1755999947487367643,RT  Joe Biden is so old that Trump once confused the woman he raped with his ex wife Marla Maples,en,US
1755999884845703599,RT  Joe Biden is so old that Trump once confused the woman he raped with his ex wife Marla Maples,en,US
1755999839312064662,RT  Joe Biden is so old that Trump once confused the woman he raped with his ex wife Marla Maples,en,US
1755999961341173827,RT  Watch as he admits it actually WAS an insurrection I love when he accidentally tells the truth amp in the process, undermine,en,US
1755999916629922212,RT  Watch as he admits it actually WAS an insurrection I love when he accidentally tells the truth amp in the process, undermine,en,US
1755999876893028398,RT  Watch as he admits it actually WAS an insurrection I love when he accidentally tells the truth amp in the process, undermine,en,US
1756362135720853802, Quit making it about Trump This was a report on Biden From a person thatThe Biden appointed DOJ placed in charge He is the one that released it Just be happy he isnt being prosecuted And sad for the reason,en,US
1756362135720853802, Quit making it about Trump This was a report on Biden From a person thatThe Biden appointed DOJ placed in charge He is the one that released it Just be happy he isnt being prosecuted And sad for the reason,en,US
1756362135720853802, Quit making it about Trump This was a report on Biden From a person thatThe Biden appointed DOJ placed in charge He is the one that released it Just be happy he isnt being prosecuted And sad for the reason,en,US
1756361991227158950, Why are Biden and Trump even our two options One is a senile old man who were watching deteriorate on live television, the other is a narcissistic douchebag who wouldnt be in politics,en,US
1756361991227158950, Why are Biden and Trump even our two options One is a senile old man who were watching deteriorate on live television, the other is a narcissistic douchebag who wouldnt be in politics,en,US
1756362231535616294,RT   Trump trolls Biden on Truth Social posting a map of Gaza bordering Mexico with Bidens speech from last night,en,US
1756362231535616294,RT   Trump trolls Biden on Truth Social posting a map of Gaza bordering Mexico with Bidens speech from last night,en,US
1756362231535616294,RT   Trump trolls Biden on Truth Social posting a map of Gaza bordering Mexico with Bidens speech from last night,en,US
1756362207242399939,RT  Biden admitting that he was relying on his lawless DOJ to be his election interference thugs,en,US
1756362207242399939,RT  Biden admitting that he was relying on his lawless DOJ to be his election interference thugs,en,US
1756362207242399939,RT  Biden admitting that he was relying on his lawless DOJ to be his election interference thugs,en,US
1755999888809345498,  The contrast between Trump and Biden is remarkable 
Biden pride ∫∏  
Forthcoming emphasizes transparency
Dutiful focus on public interest
Resolute shows determination
Patriotic emphasizes sense of duty

Trump disgust©¢Æ,en,US
1755999932753088884,   The contrast between Trump and Biden is remarkable 
Biden pride ∫∏  
Forthcoming emphasizes transparency
Dutiful focus on public interest
Resolute shows determination
Patriotic emphasizes sense of duty

Trump disgust©¢Æ,en,US
1755999882521829720,    no1 here is defending trump lol

theyre both old Id rather have desantis 

however, with objectivity, we can say trump is not suffering the same loss of capacity as biden, since hes not having crimes overlooked due to his lack of ability to reliably testify 
1755999990542217711,RT    Perfect A Biden ticket will GUARANTEE A TRUMP WIN Trump2024,en,US
1756362027432575288,RT   Biden UNLIKE TRUMP had no authority to declassify documents or to retain them in his possession,en,US
1756362027432575288,RT   Biden UNLIKE TRUMP had no authority to declassify documents or to retain them in his possession,en,US
1756362169527234722,RT   This is terrible Trump just last night alone had more gaffes than Biden has in months Stop it  ,en,US
1756362169527234722,RT   This is terrible Trump just last night alone had more gaffes than Biden has in months Stop it  ,en,US
1756362169527234722,RT   This is terrible Trump just last night alone had more gaffes than Biden has in months Stop it  ,en,US
1755999942487715931,RT   More context   

guy appointed by Trump

who interviewed Jo Biden 1 day after October 7 t,en,US
1755999863815172292,RT  The practical effect of today is to present Biden and Trump as similar and similarly flawed when, in fact, the differen,en,US
1756362321109082266,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1756362284157358375,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1756362321109082266,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1756362284157358375,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1756361999536050598,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1756362321109082266,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1756362284157358375,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1756361999536050598,RT  Why do we talk about Bidens age, gaffes, amp mental competence while ignoring Trumps

Courtesy of the ,,en,US
1755999986964205737,RT  oh look   

Trump wins BIG in NV with39,049 votes

Biden wins NV with 112,641 votes but nO eXciTEmEnT

Do,en,US
1755999883092164968,RT  oh look   

Trump wins BIG in NV with39,049 votes

Biden wins NV with 112,641 votes but nO eXciTEmEnT

Do,en,US
1756362367305445601,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362137084084637,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362367305445601,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362137084084637,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362050861662608,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362367305445601,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362137084084637,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362050861662608,RT  When people say Biden is old what they mean is frail Trump is functionally the same age as Biden, with much worse BM,en,US
1756362387681083766, Trump has taken multiple cognitive tests and passed way above the margin of cognitive decline Biden has never taken one of these tests And we all know why,en,US
1756362387681083766, Trump has taken multiple cognitive tests and passed way above the margin of cognitive decline Biden has never taken one of these tests And we all know why,en,US
1756362387681083766, Trump has taken multiple cognitive tests and passed way above the margin of cognitive decline Biden has never taken one of these tests And we all know why,en,US
1756362270647386525,Fun  detail in our weekend Biden story EVEN Trump and his team could not believe how negative special prosecutor Hurs report about Biden was, and wondered if there was some ulterior motive  
1756362270647386525,Fun  detail in our weekend Biden story EVEN Trump and his team could not believe how negative special prosecutor Hurs report about Biden was, and wondered if there was some ulterior motive  
1756362270647386525,Fun  detail in our weekend Biden story EVEN Trump and his team could not believe how negative special prosecutor Hurs report about Biden was, and wondered if there was some ulterior motive  
1756362325823472008,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362196244685073,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362128334975063,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362325823472008,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362196244685073,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362128334975063,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362325823472008,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362196244685073,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362128334975063,RT  Im sure this got as much media coverage as the BidenSisi remarks, right,en,US
1756362237713723520, Bidens the kindly geriatric candidate who may wander off for ice cream while telling you an old story that never seems to come to an end

Trumps the irritable geriatric candidate who may nuke Savannah upon getting into an argument with the ambassador from Georgia,en,US
1756362237713723520, Bidens the kindly geriatric candidate who may wander off for ice cream while telling you an old story that never seems to come to an end

Trumps the irritable geriatric candidate who may nuke Savannah upon getting into an argument with the ambassador from Georgia,en,US
1756362237713723520, Bidens the kindly geriatric candidate who may wander off for ice cream while telling you an old story that never seems to come to an end

Trumps the irritable geriatric candidate who may nuke Savannah upon getting into an argument with the ambassador from Georgia,en,US
1756362113340326241,RT  Biden admitting that he was relying on his lawless DOJ to be his election interference thugs,en,US
1756362113340326241,RT  Biden admitting that he was relying on his lawless DOJ to be his election interference thugs,en,US
1756362113340326241,RT  Biden admitting that he was relying on his lawless DOJ to be his election interference thugs,en,US
1756362355993116753,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362312233984473,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362279287750864,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362244886036568,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362240955986340,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362222723277215,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362197960114677,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362179933044902,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362137067212818,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362132864610536,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362127235850350,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362126200099314,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362103424757771,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362355993116753,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362312233984473,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362279287750864,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362244886036568,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362240955986340,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362222723277215,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362197960114677,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362179933044902,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362137067212818,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362132864610536,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362127235850350,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362126200099314,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362103424757771,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362061439988076,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362049456930892,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362019970986129,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362013968609492,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362355993116753,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362312233984473,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362279287750864,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362244886036568,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362240955986340,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362222723277215,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362197960114677,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362179933044902,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362137067212818,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362132864610536,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362127235850350,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
